,cleanName,NAME,Type,valid,parkDistrict,lat,lon
1676,sweetgum playground,sweetgum playground,pgs,av,X-15,-73.8262,40.8512
1677,aqueduct walk - rosewood playground,rosewood playground,pgs,v,X-14,-73.871,40.873
1678,longfellow garden,longfellow garden,park_direct,av,X-02,-73.8875568677,40.8255950681
1679,bildersee playground,bildersee playground,park_direct,av,B-18,-73.9116451484,40.635666984
1680,riverside park - baseball fields,riverside park,other,av,M-14,-73.9536580952,40.826069869
1681,riverside park - baseball fields,riverside park,other,av,M-14,-73.9745612683,40.7988335229
1682,roberto clemente state park,roberto clemente ballfield,other,v,B-01,-73.967668994,40.7063531362
1683,kosciusko street garden,kosciuszko street garden,other,av,B-03,-73.9392487715,40.6922445823
1684,prospect park - peninsula,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
1685,prospect park - prospect lake near duck island,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
1686,prospect park - vale of cashmere ellies lawn,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
1687,central park - reservoir southeast,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1688,prospect park - ravine and the pools,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
1689,sutter ballfields,sutter ballfields,park_direct,av,B-05,-73.8875735782,40.6711582695
1690,alexander hamilton playground,alexander hamilton playground,park_direct,av,M-09,-73.9512856113,40.8230791549
1691,river garden,river garden,park_direct,av,X-06,-73.8766304648,40.8419521928
1692,prospect park - the nethermead,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
1693,west 87th street garden,w 87th street garden,other,av,M-07,-73.970926237,40.7870913566
1694,louis cuvillier park,louis cuvillier park,park_direct,av,M-11,-73.9308914942,40.8009019768
1695,i am park,i-am-park,other,av,X-01,-73.9101995193,40.8112935952
1696,aqueduct walk - frisch field in bronx park,bronx park,other,av,X-11,-73.875820076,40.8566400511
1697,parks council success garden,parks council success garden,park_direct,av,M-10,-73.9428151582,40.8138045765
1698,recreation center - a.r.r.o.w.,a.r.r.o.w. field house,other,v,Q-01,-73.9262867645,40.7558283869
1699,clove's tail,clove's tail,park_direct,av,R-01,-74.1138294905,40.6131376263
1700,straus park,straus park,park_direct,av,M-07,-73.9681756041,40.8017469193
1701,central park - great lawn playground,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1702,leonardo ingravallo playground,leonardo ingravallo playground,pgs,av,Q-07,-73.8173,40.7762
1703,recreation center - highbridge,highbridge park,other,av,M-12A,-73.9304651001,40.846501499
1704,recreation center - highbridge,highbridge park,other,av,X-04,-73.9267891522,40.8420769652
1705,bushwick inlet park,bushwick inlet park,park_direct,av,B-01,-73.9605275224,40.7239676188
1706,long island mews,long island mews,park_direct,av,Q-02,-73.8902035799,40.7360974567
1707,central park - park south,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1708,clawson playground - ps 50,clawson playground,pgs,av,R-03,-74.1236,40.5605
1709,6bc botanical garden,6bc botanical garden,park_direct,av,M-03,-73.9806751319,40.7238418902
1710,weeping beech - margaret i carmen green,margaret i. carman green - weeping beech,other,av,Q-07,-73.8246394867,40.7633965377
1711,agnes haywood playground,agnes haywood playground,park_direct,av,X-12,-73.8618138155,40.8802955895
1712,elmhurst park,elmhurst park,park_direct,av,Q-04,-73.8851273198,40.7298958019
1713,beach - coney island,coney island and coney island boardwalk,beach,av,B-13,-73.9441,40.573
1714,charlton garden,charlton garden,park_direct,av,X-03,-73.9071028063,40.8246805759
1715,st nicholas - olive st garden,st. nicholas - olive st. garden,other,av,B-01,-73.9390516322,40.7133004902
1716,beach - rockaway,rockaway beach and boardwalk,beach,v,Q-14,-73.7693,40.5898
1717,6bc botanical garden,6bc botanical garden,park_direct,av,M-03,-73.9806751319,40.7238418902
1718,risse st park,risse street park,other,v,X-07,-73.8852862237,40.8785650426
1719,jerome slope,jerome slope,park_direct,av,X-04,-73.9259115917,40.8324981273
1720,d'emic playground,d'emic playground,park_direct,av,B-07,-74.0049394819,40.656008841
1721,project eden,project eden,park_direct,av,Q-06,-73.8576465614,40.7162040328
1722,hallets cove playground,hallets cove playground,park_direct,av,Q-01,-73.9359962215,40.7728451811
1723,recreation center - crotona park,crotona park,empiric,av,X-03,-73.8948952325,40.8385853826
1724,prospect park - prospect park west,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
1725,queens valley playground - ps 164,queens valley playground,pgs,av,Q-08,-73.8237,40.7219
1726,wilson playground,wilson playground,park_direct,av,B-18,-73.8948518864,40.6426729264
1727,pool - marie curie park,marie curie park pool,pool,av,Q-11,-73.7716,40.7569
1728,willowbrook parkway,willowbrook parkway,park_direct,av,R-02,-74.1347998765,40.5835581929
1729,dr ronald e mcnair playground,dr. ronald e. mcnair playground,pgs,av,M-11,-73.9381,40.8026
1730,alley pond park - nature center,alley pond park,other,v,Q-11,-73.7468585479,40.7536076531
1731,hook creek marsh,hook creek park,other,v,Q-13,-73.742196093,40.6487785771
1732,fred samuel playground,fred samuel playground,park_direct,av,M-10,-73.9392367166,40.8171557463
1733,sophie irene loeb,sophie irene loeb,park_direct,av,M-03,-73.9943037684,40.7132898927
1734,kennedy playground,kennedy playground,park_direct,av,Q-11,-73.779334934,40.7717125271
1735,prospect park - willink hill,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
1736,st nicholas - powers st garden,st. nicholas - powers st. garden,other,av,B-01,-73.9397152826,40.7127365472
1737,rev lena irons unity park,rev lena irons unity park,park_direct,av,X-03,-73.9066574094,40.831044325
1738,pool - edenwald houses,edenwald houses pool,pool,av,X-12,-73.8453,40.8843
1739,hendrick i lott house,hendrick i. lott house,other,av,B-18,-73.9326450915,40.6103294091
1740,william h seward park,seward park,other,v,M-03,-73.9892281589,40.7147901269
1741,playground of the americas,playground of the americas,park_direct,av,M-02,-74.0027146903,40.728002741
1742,hallets point playground - area b,hallets point playground (area b),pgs,av,Q-01,-73.9373,40.7743
1743,recreation center - betsy head cbo- amboy neighborhood center,amboy neighborhood center,other,av,B-16,-73.9139134739,40.6652344823
1744,staten island industrial park,staten island industrial park,park_direct,av,R-02,-74.174011314,40.6125850066
1745,harlem lane playground,harlem lane playground,park_direct,av,M-10,-73.934877318,40.825980228
1746,bridge and tunnel park,bridge and tunnel park,park_direct,av,Q-02,-73.9513414052,40.7419288059
1747,brant point wildlife sanctuary,brant point wildlife sanctuary,park_direct,av,Q-14,-73.8031838921,40.5984589921
1748,mclaughlin park,mclaughlin park,park_direct,av,B-02,-73.986047143,40.696514822
1749,lie playground - real good park,real good park,pgs,v,Q-06,-73.8573,40.7356
1750,central park - the lake,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1751,staten island greenbelt,greenbelt native plant center,empiric,av,R-02,-74.181555042,40.5960761085
1752,marlboro playground,marlboro playground,park_direct,av,B-13,-73.9808434703,40.5912192647
1753,central park - wallach walk and east green,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1754,stop and go playground,stop  go playground,pgs,av,X-06,-73.8988,40.8451
1755,el puente - earth spirit garden,earth spirit garden,other,av,B-01,-73.959429336,40.7125341415
1756,central park - reservoir running track and landscape,central park,empiric,av,M-13,-73.9655584012,40.7824838384
1757,the amazing garden,the amazing garden,park_direct,av,B-06,-74.0033440411,40.6831357626
1758,rodney playground center,rodney playground center,park_direct,av,B-01,-73.9555706836,40.7102558299
1759,bridge park,bridge park,park_direct,av,B-02,-73.9858988894,40.7010376829
1760,bridge park,bridge park,park_direct,av,X-05,-73.9270643322,40.8463125645
1761,bridge park,bridge park,park_direct,av,B-02,-73.9858988894,40.7010376829
1762,bridge park,bridge park,park_direct,av,X-05,-73.9270643322,40.8463125645
1763,flushing meadows corona park,flushing meadows corona park,park_direct,av,Q-15,-73.8417856108,40.743279099
1764,starlight park - peace park,starlight park,other,av,X-09,-73.8824340714,40.8331856291
1765,catbird playground,catbird playground,pgs,av,M-08,-73.9448,40.7739
1766,drumgoole tot lot playground,drumgoole tot lot,other,v,R-03,-74.179890451,40.5494009524
1767,starlight park - plimpton playground,plimpton playground,pgs,v,X-04,-73.9223,40.844
1768,seaside playground - ps 225,seaside playground,pgs,v,Q-14,-73.8309,40.5806
1769,pelham bay park - the meadow,pelham bay park,empiric,av,X-11,-73.8042018565,40.8681072084
1770,castlewood playground - ps 186,castlewood playground,pgs,av,Q-13,-73.7224,40.7493
1771,parkside playground - bronx,parkside playground,pgs,av,B-15,-73.9436,40.6104
1772,parkside playground - bronx,parkside playground,pgs,av,X-11,-73.868,40.8684
1773,paerdegat basin park,paerdegat basin park,park_direct,av,B-18,-73.9067426141,40.6264520059
1774,m l king houses playground,dr martin luther king jr park,pgs,v,B-05,-73.8904,40.6677
1775,playground fifty-two,playground fifty-two,pgs,av,X-02,-73.9016,40.8151
1776,dubos point wildlife sanctuary,dubos point wildlife sanctuary,park_direct,av,Q-14,-73.7910005155,40.6007819542
1777,recreation area,recreational area,other,av,M-14,-73.9518069328,40.8306406758
1778,gun hill playground,gun hill playground,park_direct,av,X-12,-73.8655081929,40.8746954842
1779,under the tracks playground,under the tracks playground,pgs,av,B-06,-73.993193,40.672264
1780,la guardia playground south,la guardia playground south,pgs,av,B-01,-73.9593,40.7099
1781,chelsea park,chelsea park,park_direct,av,M-04,-74.0007282575,40.7499416479
1782,dyker playground,dyker playground,pgs,av,B-10,-74.0127,40.6128
1783,playground one-forty,playground one-forty,pgs,av,Q-12,-73.8013,40.6751
1784,rodney playground north,rodney playground north,park_direct,av,B-01,-73.9549702775,40.7111016853
1785,hunt's point riverside park,hunts point riverside park,other,av,X-02,-73.8816008156,40.8176824444
1786,6bc botanical garden,6bc botanical garden,park_direct,av,M-03,-73.9806751319,40.7238418902
1787,sunset park,sunset park,park_direct,av,B-07,-74.0037434376,40.6479762856
1788,west 104th street garden,w 104th street garden,other,av,M-07,-73.9619268002,40.7968883242
1789,recreation center - haffen park,haffen park,other,av,X-12,-73.8391658525,40.8736831532
1790,new ballfield,william f. passannante ballfield,other,v,M-02,-74.0022532561,40.728556919
1791,tlc sculpture park garden,tlc sculpture park garden,park_direct,av,B-05,-73.9006500371,40.6727184267
1792,ps 286 playground,ps 286 playground,pgs,av,B-15,-73.9385,40.5909
